101,101
101,101
101,101
101,101
101,101
101,101
102,101
102,101
102,101
102,101
102,101
102,101
104,101
104,101
104,101
104,101
104,101
104,101
103,101
103,101
103,101
103,101
103,101
103,101
107,101
107,101
107,101
107,101
107,101
107,101
101,102
101,102
101,102
101,102
101,102
101,102
102,102
102,102
102,102
102,102
102,102
102,102
104,102
104,102
104,102
104,102
104,102
104,102
103,102
103,102
103,102
103,102
103,102
103,102
107,102
107,102
107,102
107,102
107,102
107,102
101,103
101,103
101,103
101,103
101,103
101,103
102,103
102,103
102,103
102,103
102,103
102,103
104,103
104,103
104,103
104,103
104,103
104,103
103,103
103,103
103,103
103,103
103,103
103,103
107,103
107,103
107,103
107,103
107,103
107,103
101,101
101,101
101,101
101,101
101,101
101,101
102,101
102,101
102,101
102,101
102,101
102,101
104,101
104,101
104,101
104,101
104,101
104,101
103,101
103,101
103,101
103,101
103,101
103,101
107,101
107,101
107,101
107,101
107,101
107,101
101,102
101,102
101,102
101,102
101,102
101,102
102,102
102,102
102,102
102,102
102,102
102,102
104,102
104,102
104,102
104,102
104,102
104,102
103,102
103,102
103,102
103,102
103,102
103,102
107,102
107,102
107,102
107,102
107,102
107,102
101,104
101,104
101,104
101,104
101,104
101,104
102,104
102,104
102,104
102,104
102,104
102,104
104,104
104,104
104,104
104,104
104,104
104,104
103,104
103,104
103,104
103,104
103,104
103,104
107,104
107,104
107,104
107,104
107,104
107,104
